mode,profile,size_bytes,depth,gap_ps,burst_messages,senders,qps,loss_ppm,offered_pps,offered_bps,messages,completions,errors,packets_issued,packets_retransmitted,recovery_episodes,timeouts,payload_bytes,wire_bytes,first_packet_ps,last_completion_ps,warm_start_ps,warm_payload_bytes,gap_time_ps,injected_losses,rx_packets_offered,rx_packets_delivered,rx_payload_bytes,rx_bytes_phy,rx_discards_phy,rx_discards_meter,rx_discards_rate,rx_discards_sequence,rx_high_watermark,out_of_sequence,packet_seq_err,roce_adp_retrans,local_ack_timeout_err,np_ecn_marked,tx_pause_ctrl_phy,late_releases,sender0_payload_bytes,sender1_payload_bytes,sender2_payload_bytes,congestion_control,receivers,egress_buffer_bytes,run_end_ps,np_cnp_sent,np_cnps_suppressed,np_congestion_observed,rp_cnp_handled,rp_cnp_ignored,rp_rate_cuts,rp_rate_increases,rp_min_rate_bps,rp_rate_persistence_breaks,egress_offered,egress_admitted,egress_dropped,egress_offered_bytes,egress_admitted_bytes,egress_dropped_bytes,egress_high_watermark,rx_payload_bytes_receiver1,rx_discards_phy_receiver1,replay_identical,steady_goodput_bps,steady_wire_bps,steady_offered_bps,steady_tax,steady_cnp_per_s,kind,np_threshold_bytes,cnp_min_interval_ps,cnp_per_qp_per_s,pre_bps,cut30_ms,fair_ms,recovery_ms,slope_bps_per_ms,overlap_share,overlap_offered_bps,overlap_wire_bps,overlap_goodput_bps,alpha_init_ppm,rate_step_bps,offered_target_bps,max_share,min_share,packets_lost,burst_ratio,loss_rate,amplification,receiver_split,delivered_fraction,identity_differences,identity_difference_names,rx_drain_bps,alpha_gain_ppm,alpha_update_ps
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,3946,0,1186097,174732,33403,9,4858253312,4934163520,2340000,399938964300,0,0,0,0,1166561,1011355,4142510080,4852893760,5521,5521,0,114898,262016,34283,33394,174732,0,0,86,0,2051014656,2086666240,0,1,1,5200000,400000000000,896,1058511,1059407,896,0,896,3192,11833518662,0,1186097,1166571,19526,4934163520,4852935360,81228160,5200000,0,0,1,95031623680.0,96635801600.0,96635801600.0,0.016600244354986526,2280.0,drain_sensitivity,,,285.0,,,,,,,,,,350000,,,0.5043081601621896,,,,,,,,,,96600000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,4212,0,1172792,93580,23942,10,4803756032,4878814720,2340000,399991936732,0,0,0,0,1164978,1079201,4420407296,4846308480,10522,10522,0,60009,262016,24607,23932,93580,0,0,164,0,2238709760,2177892352,0,1,1,5200000,400000000000,808,1030688,1031496,808,0,808,3192,10766281332,0,1172792,1164989,7803,4878814720,4846354240,32460480,5200000,0,0,1,94056939520.0,97135500800.0,97135833600.0,0.031693472053422544,2280.0,drain_sensitivity,,,285.0,,,,,,,,,,500000,,,0.5068850902184235,,,,,,,,,,96600000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,405,0,1369167,1220836,422549,40,5608108032,5695734720,2340000,353062400400,0,0,0,0,1201908,147730,605102080,4999937280,16765,16765,0,568275,262014,434557,422509,1220836,0,0,261,0,226492416,198180864,0,1,1,5200000,400000000000,909,1198820,1199729,909,0,909,3192,13063390698,0,1369167,1203164,166003,5695734720,5005162240,690572480,5200000,0,0,1,11817779200.0,99999910400.0,108113574400.0,0.8818221021126035,2265.0,drain_sensitivity,,,283.125,,,,,,,,,,250000,,,0.5333333333333333,,,,,,,,,,98600000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,4042,0,1212212,176391,49235,9,4965220352,5042801920,2340000,399900446070,0,0,0,0,1189247,1035812,4242685952,4947267520,4267,4267,0,97302,262016,50553,49226,176391,0,0,66,0,2129657856,2108686336,0,1,1,5200000,400000000000,880,968677,969557,880,0,880,3192,12036613735,0,1212212,1189256,22956,5042801920,4947304960,95496960,5200000,0,0,1,97060126720.0,98608140800.0,98607808000.0,0.015698643818259694,2200.0,drain_sensitivity,,,275.0,,,,,,,,,,350000,,,0.5024740227610094,,,,,,,,,,98600000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,4343,0,1194571,81603,18440,6,4892962816,4969415360,2340000,399857711665,0,0,0,0,1184737,1112959,4558680064,4928505920,4782,4782,0,52412,262016,19126,18434,81603,0,0,74,0,2318401536,2235564032,0,1,1,5200000,400000000000,808,859662,860470,808,0,808,3192,11081652253,0,1194571,1184746,9825,4969415360,4928543360,40872000,5199999,0,0,1,97005568000.0,98631104000.0,98631270400.0,0.016480967302160532,2240.0,drain_sensitivity,,,280.0,,,,,,,,,,500000,,,0.5090950955560672,,,,,,,,,,98600000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,455,0,1410117,1241111,410754,40,5775839232,5866086720,2340000,346850090000,0,0,0,0,1201908,168304,689373184,4999937280,7150,7150,0,561678,262014,421661,410714,1241111,0,0,111,0,245366784,231735296,0,1,1,5200000,400000000000,904,1195921,1196825,904,0,904,3192,13325722498,0,1410117,1203164,206953,5866086720,5005162240,860924480,5200000,0,0,1,15004958720.0,99999910400.0,110680627200.0,0.8499502783554493,2240.0,drain_sensitivity,,,280.0,,,,,,,,,,250000,,,0.5142857142857142,,,,,,,,,,99400000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,2285,0,1239294,653073,217478,26,5076148224,5155463040,2340000,399811620727,0,0,0,0,1200208,586212,2401124352,4992865280,5486,5486,0,385056,262016,221325,217452,653073,0,0,85,0,1248854016,1147142144,0,1,1,5200000,400000000000,896,1109871,1110767,896,0,896,3192,12256716421,0,1239294,1200217,39077,5155463040,4992902720,162560320,5200000,0,0,1,75395891200.0,99717030400.0,99520179200.0,0.24390155926665058,2200.0,drain_sensitivity,,,275.0,,,,,,,,,,350000,,,0.5212253829321662,,,,,,,,,,99400000000,,
cc,cx5_100g,1048576,1024,0,128,2,4,0,0,0,100000000,3435,0,1209328,328953,83456,17,4953407488,5030804480,2340000,399960534900,0,0,0,0,1193989,880366,3605979136,4966994240,3798,3798,0,224221,262014,84550,83439,328953,0,0,59,0,1811939328,1789919232,0,1,1,5200000,400000000000,808,883204,884012,808,0,808,3192,11175632255,0,1209328,1193998,15330,5030804480,4967031680,63772800,5200000,0,0,1,88569774080.0,99563276800.0,99383232000.0,0.11041724492538996,2240.0,drain_sensitivity,,,280.0,,,,,,,,,,500000,,,0.503056768558952,,,,,,,,,,99400000000,,
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,3383,0,3269917,2403107,637276,72,13393580032,13602854720,2340000,899784192141,0,0,0,0,2419840,866803,3550425088,10066534400,56907,56907,0,744999,262014,660327,637204,2403107,0,0,889,0,3251634176,295698432,0,1,1,5200000,900000000000,1203,1674957,1676160,1203,0,1203,7192,16244820106,0,3269917,2419847,850070,13602854720,10066563520,3536291200,5200000,0,0,1,,,,,,alpha_sensitivity,,,,90923955200.0,293.0,5.0,-1.0,236050166.2775233,0.499234052936092,115662510080.0,83409530880.0,7129137152.0,,,,,,,,,,,,,,,3906,50000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,3831,0,2614552,1633023,514994,64,10709204992,10876536320,2340000,899650898022,0,0,0,0,2225353,981523,4020318208,9257468480,46600,46600,0,626981,262014,529925,514930,1633023,0,0,728,0,3487563776,529530880,0,1,1,5200000,900000000000,1068,1385961,1387029,1068,0,1068,7192,11872673078,0,2614552,2225359,389193,10876536320,9257493440,1619042880,5200000,0,0,1,,,,,,alpha_sensitivity,,,,90457635840.0,178.0,4.0,-1.0,68479125.35540119,0.49862360783574994,74907023360.0,72382668800.0,19098763264.0,,,,,,,,,,,,,,,3906,100000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,6554,0,2419889,741469,217640,32,9911865344,10066738240,2340000,899854385362,0,0,0,0,2208873,1678414,6874783744,9188911680,20239,20239,0,263705,262016,224387,217608,741469,0,0,316,0,5117050880,1755316224,0,1,1,5200000,900000000000,750,630120,630870,750,0,750,7192,11471670156,0,2419889,2208879,211010,10066738240,9188936640,877801600,5200000,0,0,1,,,,,,alpha_sensitivity,,,,90173291520.0,103.0,4.0,-1.0,105856180.07388799,0.4979942288065986,92219013120.0,92265338880.0,90138083328.0,,,,,,,,,,,,,,,3906,200000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,3689,0,2802151,1857326,579096,68,11477610496,11656948160,2340000,899982495923,0,0,0,0,2352327,944821,3869986816,9785680320,52389,52389,0,702025,262016,596402,579028,1857326,0,0,818,0,3409969152,458227712,0,1,1,5200000,900000000000,1211,1565463,1566674,1211,0,1211,7192,11870564477,0,2802151,2352331,449820,11656948160,9785696960,1871251200,5200000,0,0,1,,,,,,alpha_sensitivity,,,,93020195840.0,210.0,5.0,-1.0,60816472.97768584,0.5104605503930789,96755077120.0,90741913600.0,15004336128.0,,,,,,,,,,,,,,,15625,50000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,5959,0,2453679,927531,289435,39,10050269184,10207304640,2340000,899982310965,0,0,0,0,2219368,1526141,6251073536,9232570880,25929,25929,0,348938,262014,297674,289396,927531,0,0,405,0,4755292160,1493172224,0,1,1,5200000,900000000000,864,793074,793938,864,0,864,7192,11655474147,0,2453679,2219375,234304,10207304640,9232600000,974704640,5200000,0,0,1,,,,,,alpha_sensitivity,,,,91526589440.0,113.0,5.0,-1.0,105819167.32377744,0.4916438295287896,89865318400.0,89431879680.0,71268171776.0,,,,,,,,,,,,,,,15625,100000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,7827,0,2441819,437659,124777,16,10001690624,10157967040,2340000,899957528302,0,0,0,0,2307212,2004155,8209018880,9598001920,11714,11714,0,149019,262016,128854,124761,437659,0,0,183,0,5775556608,2431647744,0,1,1,5200000,900000000000,672,366349,367021,672,0,672,7192,11524890588,0,2441819,2307217,134602,10157967040,9598022720,559944320,5200000,0,0,1,,,,,,alpha_sensitivity,,,,90445388800.0,68.0,5.0,-1.0,104107787.46268658,0.49848606809863133,96415221760.0,96415221760.0,94931910656.0,,,,,,,,,,,,,,,15625,200000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,7974,0,2418652,376886,111627,16,9906798592,10061592320,2340000,899967492453,0,0,0,0,2314164,2041761,8363053056,9626922240,10492,10492,0,135322,262016,115633,111611,376886,0,0,163,0,5971640320,2389704704,0,1,1,5200000,900000000000,476,320274,320750,476,0,476,7192,11199666050,0,2418652,2314169,104483,10061592320,9626943040,434649280,5200000,0,0,1,,,,,,alpha_sensitivity,,,,95455426560.0,49.0,5.0,-1.0,107326814.76577508,0.5041210699776023,95808593920.0,95808593920.0,94334615552.0,,,,,,,,,,,,,,,62500,50000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,5752,0,1916330,443539,137420,50,7849287680,7971932800,2340000,899998797427,0,0,0,0,1825450,1472785,6032527360,7593872000,14758,14758,0,189659,262016,141217,137370,443539,0,0,230,0,4739563520,1291845632,0,1,1,5200000,900000000000,410,448376,448786,410,0,410,7192,11347767326,0,1916330,1825456,90874,7971932800,7593896960,378035840,5200000,0,0,1,,,,,,alpha_sensitivity,,,,93905909760.0,44.0,4.0,-1.0,264442073.45056888,0.47388904020616396,50829475840.0,50829342720.0,40525496320.0,,,,,,,,,,,,,,,62500,100000000
dynamics,cx5_100g,1048576,32,0,128,2,4,0,0,0,100000000,8429,0,2408515,250103,73626,8,9865277440,10019422400,2340000,899820750886,0,0,0,0,2338791,2158406,8840830976,9729370560,6660,6660,0,88919,262014,75877,73618,250103,0,0,104,0,6101663744,2736783360,0,1,1,5200000,900000000000,401,197928,198329,401,0,401,7192,11003038336,0,2408515,2338797,69718,10019422400,9729395520,290026880,5200000,0,0,1,,,,,,alpha_sensitivity,,,,91335495680.0,37.0,4.0,-1.0,107773043.15649478,0.49734434321480386,95792619520.0,95792619520.0,94318886912.0,,,,,,,,,,,,,,,62500,200000000
