evidence_class,family,cell_id,status,mismatch_count,clause,expected,actual
behavioral,F6,f3-blocks3-seqs2,FAIL,6,F6 identical pricing chain and metric reachability,"{""live_kv_accounting"": {""action_counts"": {""allocate"": 4, ""free"": 3, ""recompute"": 1, ""release"": 3}, ""block_visits"": {""allocate"": 5, ""free"": 5, ""recompute"": 0, ""release"": 5}, ""token_spans"": {""allocate"": 80, ""free"": 80, ""recompute"": 16, ""release"": 80}}, ""live_replay"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""a"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""b"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 0, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 1984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 1984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""a"", ""token_index"": 2, ""tpot_ps"": {""denominator"": 1, ""numerator"": 1000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 1, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 2984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 2984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""a"", ""token_index"": 3, ""tpot_ps"": {""denominator"": 1, ""numerator"": 1000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 2, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 3984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 2016000}, ""completed_at_ps"": 3984000, ""latency_ps"": 3000000, ""phase"": ""prefill"", ""request_id"": ""b"", ""token_index"": 2, ""tpot_ps"": {""denominator"": 1, ""numerator"": 3000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 3, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 4984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 4984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""b"", ""token_index"": 3, ""tpot_ps"": {""denominator"": 1, ""numerator"": 2000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 4, ""step_latency_ps"": 984000}]}","{""live_replay"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""a"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""b"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 0, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 1984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 1984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""a"", ""token_index"": 2, ""tpot_ps"": {""denominator"": 1, ""numerator"": 1000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 1, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 2984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 2984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""a"", ""token_index"": 3, ""tpot_ps"": {""denominator"": 1, ""numerator"": 1000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 2, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 3984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 2016000}, ""completed_at_ps"": 3984000, ""latency_ps"": 3000000, ""phase"": ""prefill"", ""request_id"": ""b"", ""token_index"": 2, ""tpot_ps"": {""denominator"": 1, ""numerator"": 3000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 3, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 4984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 4984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""b"", ""token_index"": 3, ""tpot_ps"": {""denominator"": 1, ""numerator"": 2000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 4, ""step_latency_ps"": 984000}], ""surrogate_kv_accounting"": {""action_counts"": {""allocate"": 4, ""free"": 3, ""recompute"": 1, ""release"": 3, ""reserve"": 4, ""write"": 6}, ""block_visits"": {""allocate"": 5, ""free"": 5, ""recompute"": 0, ""release"": 5, ""reserve"": 0, ""write"": 10}, ""token_spans"": {""allocate"": 80, ""free"": 80, ""recompute"": 16, ""release"": 80, ""reserve"": 80, ""write"": 52}}, ""surrogate_priced"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""a"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""b"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 0, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 1984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 1984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""a"", ""token_index"": 2, ""tpot_ps"": {""denominator"": 1, ""numerator"": 1000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 1, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 2984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 2984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""a"", ""token_index"": 3, ""tpot_ps"": {""denominator"": 1, ""numerator"": 1000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 2, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 3984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 2016000}, ""completed_at_ps"": 3984000, ""latency_ps"": 3000000, ""phase"": ""prefill"", ""request_id"": ""b"", ""token_index"": 2, ""tpot_ps"": {""denominator"": 1, ""numerator"": 3000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 3, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 4984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 16000}, ""completed_at_ps"": 4984000, ""latency_ps"": 1000000, ""phase"": ""decode"", ""request_id"": ""b"", ""token_index"": 3, ""tpot_ps"": {""denominator"": 1, ""numerator"": 2000000}, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 4, ""step_latency_ps"": 984000}]}"
behavioral,F6,f4-one-full-prefix-block,FAIL,9,F6 identical pricing chain and metric reachability,"{""live_kv_accounting"": {""action_counts"": {""allocate"": 2, ""bind-prefix"": 1, ""free"": 2, ""release"": 2, ""touch"": 1}, ""block_visits"": {""allocate"": 3, ""bind-prefix"": 1, ""free"": 4, ""release"": 4, ""touch"": 1}, ""token_spans"": {""allocate"": 48, ""bind-prefix"": 16, ""free"": 64, ""release"": 64, ""touch"": 16}}, ""live_replay"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""first"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 0, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 2984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 2984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""repeat"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 1, ""step_latency_ps"": 984000}]}","{""live_replay"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""first"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 0, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 2984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 2984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""repeat"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 1, ""step_latency_ps"": 984000}], ""surrogate_kv_accounting"": {""action_counts"": {""allocate"": 2, ""bind-prefix"": 1, ""free"": 2, ""release"": 2, ""reserve"": 2, ""touch"": 1, ""write"": 2}, ""block_visits"": {""allocate"": 3, ""bind-prefix"": 1, ""free"": 2, ""release"": 4, ""reserve"": 0, ""touch"": 1, ""write"": 4}, ""token_spans"": {""allocate"": 48, ""bind-prefix"": 16, ""free"": 32, ""release"": 64, ""reserve"": 48, ""touch"": 16, ""write"": 18}}, ""surrogate_priced"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""first"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 0, ""step_latency_ps"": 984000}, {""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""completed_at_ps"": 2984000, ""request_metrics"": [{""additive_visit_totals"": {""queue_wait_ps"": 0, ""service_ps"": 1968000, ""visibility_ps"": 0, ""visit_count"": 72}, ""attribution"": {""collective_ps"": 0, ""control_ps"": 0, ""dma_ps"": 0, ""kernel_ps"": 984000, ""kv_ps"": 0, ""nic_ps"": 0, ""queue_ps"": 0}, ""completed_at_ps"": 2984000, ""latency_ps"": 984000, ""phase"": ""prefill"", ""request_id"": ""repeat"", ""token_index"": 1, ""tpot_ps"": null, ""ttft_ps"": 984000}], ""schema"": ""simllm-step-result-v2"", ""step_index"": 2, ""step_latency_ps"": 984000}]}"
behavioral,F7,f3-blocks3-seqs2,PASS,0,F7 witnessed KV alphabet under one stable block bijection,"{""live_operation_count"": 11, ""scored_actions"": [""allocate"", ""bind-prefix"", ""evict"", ""free"", ""recompute"", ""release"", ""touch""]}","{""block_bijection"": {""1"": ""1"", ""2"": ""2""}, ""free_projection_observation"": null, ""surrogate_operation_count"": 11, ""surrogate_reserve_rows_unscored"": 4}"
behavioral,F7,f3-blocks5-seqs2,PASS,0,F7 witnessed KV alphabet under one stable block bijection,"{""live_operation_count"": 8, ""scored_actions"": [""allocate"", ""bind-prefix"", ""evict"", ""free"", ""recompute"", ""release"", ""touch""]}","{""block_bijection"": {""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4""}, ""free_projection_observation"": null, ""surrogate_operation_count"": 8, ""surrogate_reserve_rows_unscored"": 4}"
behavioral,F7,f4-zero-full-prefix-blocks,PASS,0,F7 witnessed KV alphabet under one stable block bijection,"{""live_operation_count"": 4, ""scored_actions"": [""allocate"", ""bind-prefix"", ""evict"", ""recompute"", ""release"", ""touch""]}","{""block_bijection"": {""1"": ""1"", ""2"": ""2"", ""3"": ""3""}, ""free_projection_observation"": {""attribution"": ""VLLM-43: the bridge cannot distinguish reclaimable cached blocks from discarded content"", ""evidence_class"": ""recorded-unscored-observation"", ""live_operation_count"": 2, ""mismatch_count"": 4, ""mismatches"": [{""actual"": 16, ""expected"": 32, ""path"": ""$.kv_operations[0].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 2, ""path"": ""$.kv_operations[0].block_ids"", ""reason"": ""length""}, {""actual"": 16, ""expected"": 32, ""path"": ""$.kv_operations[1].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 2, ""path"": ""$.kv_operations[1].block_ids"", ""reason"": ""length""}], ""surrogate_operation_count"": 2}, ""surrogate_operation_count"": 4, ""surrogate_reserve_rows_unscored"": 2}"
behavioral,F7,f4-one-full-prefix-block,PASS,0,F7 witnessed KV alphabet under one stable block bijection,"{""live_operation_count"": 6, ""scored_actions"": [""allocate"", ""bind-prefix"", ""evict"", ""recompute"", ""release"", ""touch""]}","{""block_bijection"": {""1"": ""1"", ""2"": ""2""}, ""free_projection_observation"": {""attribution"": ""VLLM-43: the bridge cannot distinguish reclaimable cached blocks from discarded content"", ""evidence_class"": ""recorded-unscored-observation"", ""live_operation_count"": 2, ""mismatch_count"": 4, ""mismatches"": [{""actual"": 16, ""expected"": 32, ""path"": ""$.kv_operations[0].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 2, ""path"": ""$.kv_operations[0].block_ids"", ""reason"": ""length""}, {""actual"": 16, ""expected"": 32, ""path"": ""$.kv_operations[1].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 2, ""path"": ""$.kv_operations[1].block_ids"", ""reason"": ""length""}], ""surrogate_operation_count"": 2}, ""surrogate_operation_count"": 6, ""surrogate_reserve_rows_unscored"": 2}"
behavioral,F7,f4-several-full-prefix-blocks,PASS,0,F7 witnessed KV alphabet under one stable block bijection,"{""live_operation_count"": 11, ""scored_actions"": [""allocate"", ""bind-prefix"", ""evict"", ""recompute"", ""release"", ""touch""]}","{""block_bijection"": {""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4""}, ""free_projection_observation"": {""attribution"": ""VLLM-43: the bridge cannot distinguish reclaimable cached blocks from discarded content"", ""evidence_class"": ""recorded-unscored-observation"", ""live_operation_count"": 3, ""mismatch_count"": 6, ""mismatches"": [{""actual"": 16, ""expected"": 64, ""path"": ""$.kv_operations[0].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 4, ""path"": ""$.kv_operations[0].block_ids"", ""reason"": ""length""}, {""actual"": 16, ""expected"": 64, ""path"": ""$.kv_operations[1].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 4, ""path"": ""$.kv_operations[1].block_ids"", ""reason"": ""length""}, {""actual"": 16, ""expected"": 64, ""path"": ""$.kv_operations[2].token_end"", ""reason"": ""value""}, {""actual"": 1, ""expected"": 4, ""path"": ""$.kv_operations[2].block_ids"", ""reason"": ""length""}], ""surrogate_operation_count"": 3}, ""surrogate_operation_count"": 11, ""surrogate_reserve_rows_unscored"": 3}"
wall-time-band,W,w-largest-frozen-workload,FAIL,1,steady-loop-one-hundred-times,"{""surrogate_to_live_ratio"": ""<= 0.01""}","{""live_median_ns"": 175782543, ""surrogate_median_ns"": 77114203, ""surrogate_to_live_ratio"": 0.4386909057289039}"
fatal-guard,GUARD,chronology,PASS,0,the frozen cells precede the runner and first comparison,"""d947cea75ace88f220d2c06f58c6939d5929c932""","""32d7124409b3ed77737a8bfbff33b0055060e54e"""
fatal-guard,GUARD,source-hash,PASS,0,"vLLM distribution, scheduler source, and model config match the pin","{""model_config_sha256"": ""ca4bb3a5c1bdef988ab413e0d731640446da65316e4ed16de3666cd96ecc3a0b"", ""scheduler_sha256"": ""c67bda2886b52865ddafabaae7d797c359e930752f374421a33e537d94a5f45a"", ""vllm"": ""0.27.1""}","{""vllm"": ""0.27.1""}"
fatal-guard,GUARD,identifier-uniqueness,PASS,0,every cell has explicit unique stable request identities,"""unique within every cell""","{""request_rows"": 48, ""unique_per_cell"": true}"
fatal-guard,GUARD,F5-frozen-fixture,PASS,0,F5 reuses the byte-locked arrival_admission_v1 source fixture,"""36334f3aaa767c46d5f9c8498e02f6c2805a46e5000a57aea2747e17dd5d1341""","""36334f3aaa767c46d5f9c8498e02f6c2805a46e5000a57aea2747e17dd5d1341"""
fatal-guard,GUARD,native-output:f1-budget16-seqs1,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f1-budget16-seqs1,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f1-budget16-seqs1,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,F1-allocation:f1-budget16-seqs1,PASS,0,F1 has no allocation failure or preemption,0,0
fatal-guard,GUARD,native-output:f1-budget16-seqs2,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f1-budget16-seqs2,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f1-budget16-seqs2,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,F1-allocation:f1-budget16-seqs2,PASS,0,F1 has no allocation failure or preemption,0,0
fatal-guard,GUARD,native-output:f1-budget24-seqs1,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f1-budget24-seqs1,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f1-budget24-seqs1,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,F1-allocation:f1-budget24-seqs1,PASS,0,F1 has no allocation failure or preemption,0,0
fatal-guard,GUARD,native-output:f1-budget24-seqs2,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
